"Population"	"Units"	"Date"	"Area/Population Densit"	"geogcode"	"Rural Urban"	"value type"	"value"	"flag"
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000033"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000034"	"Urban (total)"	"number"	9053.70	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000034"	"Urban major conurbation"	"number"	4739.85	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000034"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000034"	"Urban city and town"	"number"	4313.85	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000034"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000034"	"Rural (total)"	"number"	7283.90	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000034"	"Rural town and fringe"	"number"	2162.81	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000034"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000034"	"Rural village"	"number"	2045.72	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000034"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000034"	"Rural hamlet and isolated dwellings"	"number"	3075.37	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E06000034"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000008"	"Urban (total)"	"number"	3926.46	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000008"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000008"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000008"	"Urban city and town"	"number"	3926.46	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000008"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000008"	"Rural (total)"	"number"	143.48	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000008"	"Rural town and fringe"	"number"	143.48	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000008"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000008"	"Rural village"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000008"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000008"	"Rural hamlet and isolated dwellings"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000008"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000009"	"Urban (total)"	"number"	2451.65	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000009"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000009"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000009"	"Urban city and town"	"number"	2451.65	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000009"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000009"	"Rural (total)"	"number"	62676.56	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000009"	"Rural town and fringe"	"number"	9930.78	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000009"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000009"	"Rural village"	"number"	20733.84	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000009"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000009"	"Rural hamlet and isolated dwellings"	"number"	32011.94	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000009"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000010"	"Urban (total)"	"number"	9745.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000010"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000010"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000010"	"Urban city and town"	"number"	9745.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000010"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000010"	"Rural (total)"	"number"	44899.96	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000010"	"Rural town and fringe"	"number"	3191.29	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000010"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000010"	"Rural village"	"number"	9035.95	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000010"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000010"	"Rural hamlet and isolated dwellings"	"number"	32672.72	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000010"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000011"	"Urban (total)"	"number"	6293.97	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000011"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000011"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000011"	"Urban city and town"	"number"	6293.97	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000011"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000011"	"Rural (total)"	"number"	84324.34	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000011"	"Rural town and fringe"	"number"	15806.11	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000011"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000011"	"Rural village"	"number"	36862.21	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000011"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000011"	"Rural hamlet and isolated dwellings"	"number"	31656.02	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000011"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000012"	"Urban (total)"	"number"	7981.57	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000012"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000012"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000012"	"Urban city and town"	"number"	7981.57	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000012"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000012"	"Rural (total)"	"number"	82181.20	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000012"	"Rural town and fringe"	"number"	13123.59	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000012"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000012"	"Rural village"	"number"	44938.49	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000012"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000012"	"Rural hamlet and isolated dwellings"	"number"	24119.12	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000012"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000066"	"Urban (total)"	"number"	10386.20	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000066"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000066"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000066"	"Urban city and town"	"number"	10386.20	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000066"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000066"	"Rural (total)"	"number"	616.26	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000066"	"Rural town and fringe"	"number"	32.98	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000066"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000066"	"Rural village"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000066"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000066"	"Rural hamlet and isolated dwellings"	"number"	583.28	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000066"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000067"	"Urban (total)"	"number"	5349.34	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000067"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000067"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000067"	"Urban city and town"	"number"	5349.34	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000067"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000067"	"Rural (total)"	"number"	55821.50	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000067"	"Rural town and fringe"	"number"	3004.09	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000067"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000067"	"Rural village"	"number"	16133.17	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000067"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000067"	"Rural hamlet and isolated dwellings"	"number"	36684.24	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000067"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000068"	"Urban (total)"	"number"	2990.83	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000068"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000068"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000068"	"Urban city and town"	"number"	2990.83	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000068"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000068"	"Rural (total)"	"number"	12320.92	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000068"	"Rural town and fringe"	"number"	1656.39	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000068"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000068"	"Rural village"	"number"	1212.31	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000068"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000068"	"Rural hamlet and isolated dwellings"	"number"	9452.22	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000068"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000069"	"Urban (total)"	"number"	4506.86	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000069"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000069"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000069"	"Urban city and town"	"number"	4506.86	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000069"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000069"	"Rural (total)"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000069"	"Rural town and fringe"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000069"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000069"	"Rural village"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000069"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000069"	"Rural hamlet and isolated dwellings"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000069"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000070"	"Urban (total)"	"number"	8637.93	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000070"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000070"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000070"	"Urban city and town"	"number"	8637.93	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000070"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000070"	"Rural (total)"	"number"	25239.63	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000070"	"Rural town and fringe"	"number"	1431.87	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000070"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000070"	"Rural village"	"number"	8605.86	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000070"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000070"	"Rural hamlet and isolated dwellings"	"number"	15201.90	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000070"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000071"	"Urban (total)"	"number"	6674.45	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000071"	"Urban major conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000071"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000071"	"Urban city and town"	"number"	6674.45	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000071"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000071"	"Rural (total)"	"number"	26233.72	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000071"	"Rural town and fringe"	"number"	2950.21	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000071"	"Rural town and fringe in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000071"	"Rural village"	"number"	9433.79	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000071"	"Rural village in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000071"	"Rural hamlet and isolated dwellings"	"number"	13849.72	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000071"	"Rural hamlet and isolated dwellings in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000072"	"Urban (total)"	"number"	6848.04	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000072"	"Urban major conurbation"	"number"	3705.81	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000072"	"Urban minor conurbation"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000072"	"Urban city and town"	"number"	3142.23	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000072"	"Urban city and town in a sparse setting"	"number"	0.00	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000072"	"Rural (total)"	"number"	27050.52	""
"All usual residents"	"Persons"	"2011"	"Area Hectares"	"E07000072"	"Rural town and fringe"	"number"	2362.47	""
